# N223. [Gal(b1-4) GlcNAc(b1-2) Man(a1-3)] [NeuAc(a2-6) Gal(b1-4) GlcNAc(b1-2) Man(a1-6)] Man(b1-4) GlcNAc(b1-4) GlcNAc(b1-0)
# Deuterium
# Metal:Na
# Method: EED
# Permethylated
# Precursor: 2Na+ 1235.6174


m/z	z	I
1736.79209	1+	82820240
1746.90377	1+	26573360
1748.87887	1+	80594536
1750.80575	1+	27393668
1752.85497	1+	25019660
1756.88682	1+	35805840
1762.89689	1+	161374080
1764.91153	1+	15416760
1768.81934	1+	31045426
1770.8619	1+	61220852
1774.89847	1+	15926044
1776.91536	1+	86377440
1777.81946	1+	9542154
1778.88387	1+	105950800
1778.93412	1+	105093424
1784.81395	1+	35219368
1786.89864	1+	30689846
1788.91376	1+	5833185
1790.88221	1+	11189870
1790.92363	1+	30910124
1794.92373	1+	22410136
1798.84553	1+	13944194
1800.84261	1+	21973230
1802.88943	1+	76208024
1806.92648	1+	108776712
1808.893	1+	144628384
1808.94738	1+	89517208
1816.90844	1+	13969815
1818.92547	1+	28146492
1820.9388	1+	208903728
1834.91639	1+	20032492
1836.93362	1+	117747232
1845.90757	1+	16334303
1848.86112	1+	12537728
1848.93272	1+	51460984
1850.94826	1+	317585408
1858.9158	1+	24481776
1860.93196	1+	37032352
1864.92922	1+	32342618
1866.94427	1+	47739012
1868.86838	1+	8929712
1868.95923	1+	53664192
1872.92874	1+	15496724
1876.92228	1+	73186616
1878.86633	1+	14726505
1880.87643	1+	21730136
1880.93785	1+	103234488
1890.93973	1+	232948704
1892.89244	1+	28238734
1894.92005	1+	70893200
1896.95355	1+	237863120
1902.94838	1+	19786682
1908.95118	1+	18813124
1910.90397	1+	70202176
1913.96503	1+	25438442
1916.8875	1+	10071861
1920.95249	1+	17684084
1922.96945	1+	26349302
1924.92502	1+	657606208
1932.95274	1+	21427636
1936.98688	1+	41923132
1942.42868	2+	8972038
1943.97695	1+	14957017
1952.97925	1+	109063392
1956.94267	1+	21830046
1963.02523	1+	61359260
1966.99641	1+	142987728
1974.95828	1+	94870824
1980.01365	1+	19786706
1982.99075	1+	59734832
1985.00427	1+	80344944
1987.01308	1+	130330872
1991.08331	1+	32612260
1993.03025	1+	48029728
1995.03215	1+	47952712
1999.02488	1+	16102357
2006.0926	1+	21510794
2008.08617	1+	75943936
2011.01488	1+	30590064
2012.99732	1+	83462952
2021.00572	1+	17274698
2025.03341	1+	21410706
2029.03302	1+	32417828
2041.03344	1+	77407888
2047.99294	1+	17579682
2051.0141	1+	30707778
2053.03027	1+	43050440
2055.04667	1+	98634008
2055.93818	1+	11407503
2063.01537	1+	44447224
2070.04178	1+	68407096
2071.04489	1+	40486388
2073.05583	1+	265537424
2079.00691	1+	16135156
2081.02202	1+	57594916
2087.98183	1+	120342792
2095.03796	1+	422037120
2101.05758	1+	18495216
2111.03864	1+	14008764
2118.06481	1+	20051966
2122.02645	1+	14811022
2125.05554	1+	21996756
2129.0497	1+	38037644
2132.07712	1+	186272432
2138.02091	1+	23354664
2140.03601	1+	42907588
2147.05629	1+	25971448
2154.05687	1+	26779600
2157.07184	1+	45523544
2160.07257	1+	24327952
2162.08893	1+	149970512
2163.00732	1+	12991305
2170.04509	1+	26500660
2172.06255	1+	52090512
2176.06538	1+	84260368
2182.11142	1+	29626010
2188.0594	1+	19419684
2192.1017	1+	11017080
2194.03946	1+	10664962
2202.07448	1+	59332560
2206.07487	1+	7585050
2212.12424	1+	31749632
2218.09814	1+	12726363
2220.08535	1+	79385408
2227.12692	1+	5915965
2230.05917	1+	13250263
2230.14435	1+	13279222
2234.09716	1+	16178538
2244.08509	1+	42176560
2252.11331	1+	12156687
2258.12895	1+	29257536
2262.09568	1+	101726792
2271.15439	1+	6198006
2277.11848	1+	42171816
2286.16535	1+	9017076
2287.08201	1+	7138560
2291.1163	1+	22564122
2299.16611	1+	10403477
2300.09334	1+	6998830
2302.11427	1+	18478718
2306.12698	1+	9494221
2308.06038	2+	6082685
2314.17582	1+	8135367
2317.19792	1+	13406800
2319.11645	1+	21034932
2322.14591	1+	34181068
2325.45851	2+	6865480
2328.20058	1+	6162781
2329.20715	1+	8603964
2330.11544	1+	24483558
2334.12943	1+	51593440
2338.15099	1+	7013888
2344.19627	1+	27470242
2344.87015	3+	20464922
2350.13935	1+	27212630
2353.14911	1+	30658680
2358.21935	1+	31734752
2360.12377	1+	12379331
2362.14727	1+	39647208
2364.16124	1+	131327528
2374.21417	1+	114931376
2376.15216	1+	37569564
2393.16485	1+	52972120
2395.28391	1+	27208402
2396.19116	1+	560784576
2406.17225	1+	207261776
2408.27828	1+	20456376
2412.21942	1+	27095014
2416.22068	1+	73155608
2424.18501	1+	149958608
2433.20909	1+	15993009
2436.19549	1+	12054469
2438.20056	1+	310395936
2446.23699	1+	11786205
2448.24598	1+	654033280
2456.21179	1+	103679528
2470.22597	1+	31733004
